ASSESSID;STOCKID;STOCKLONG;TSYEAR;TBbest;TCbest;ERbest;BdivBmsypref;UdivUmsypref;BdivBmgtpref;UdivUmgtpref;TB;SSB;TN;R;TC;TL;RecC;F;ER;TBdivTBmsy;SSBdivSSBmsy;NdivNmsy;FdivFmsy;ERdivERmsy;CdivMSY;CdivMEANC;TBdivTBmgt;SSBdivSSBmgt;NdivNmgt;FdivFmgt
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1982;9.14E+04;2.15E+04;0.235229759;2.063231369;2.130434783;2.063231369;2.130434783;9.14E+04;6.03E+04;;5.69E+07;2.15E+04;2.15E+04;;4.90E-01;0.235229759;;;;2.130434783;;;1.021978376;;2.063231369;;2.130434783
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1983;1.28E+05;3.81E+04;0.29765625;3.421610894;2.826086957;3.421610894;2.826086957;1.28E+05;1.00E+05;;2.06E+07;3.81E+04;3.81E+04;;6.50E-01;0.29765625;;;;2.826086957;;;1.81104075;;3.421610894;;2.826086957
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1984;1.66E+05;3.70E+04;0.222891566;4.2085814;2.391304348;4.2085814;2.391304348;1.66E+05;1.23E+05;;7.81E+06;3.70E+04;3.70E+04;;5.50E-01;0.222891566;;;;2.391304348;;;1.758753484;;4.2085814;;2.391304348
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1985;1.34E+05;3.95E+04;0.294776119;2.935742147;3.043478261;2.935742147;3.043478261;1.34E+05;8.58E+04;;8.52E+06;3.95E+04;3.95E+04;;7.00E-01;0.294776119;;;;3.043478261;;;1.877588179;;2.935742147;;3.043478261
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1986;9.58E+04;3.46E+04;0.361169102;2.531992062;2.695652174;2.531992062;2.695652174;9.58E+04;7.40E+04;;1.14E+07;3.46E+04;3.46E+04;;6.20E-01;0.361169102;;;;2.695652174;;;1.644672177;;2.531992062;;2.695652174
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1987;7.09E+04;2.14E+04;0.301833568;2.015328817;2.391304348;2.015328817;2.391304348;7.09E+04;5.89E+04;;2.06E+07;2.14E+04;2.14E+04;;5.50E-01;0.301833568;;;;2.391304348;;;1.017224988;;2.015328817;;2.391304348
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1988;6.19E+04;2.32E+04;0.374798061;1.717648669;2.913043478;1.717648669;2.913043478;6.19E+04;5.02E+04;;6.05E+06;2.32E+04;2.32E+04;;6.70E-01;0.374798061;;;;2.913043478;;;1.102785969;;1.717648669;;2.913043478
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1989;6.39E+04;2.21E+04;0.345852895;1.272839253;3.304347826;1.272839253;3.304347826;6.39E+04;3.72E+04;;5.81E+06;2.21E+04;2.21E+04;;7.60E-01;0.345852895;;;;3.304347826;;;1.050498703;;1.272839253;;3.304347826
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1990;4.09E+04;1.37E+04;0.334963325;1.057277766;2.869565217;1.057277766;2.869565217;4.09E+04;3.09E+04;;7.88E+06;1.37E+04;1.37E+04;;6.60E-01;0.334963325;;;;2.869565217;;;0.651214128;;1.057277766;;2.869565217
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1991;2.70E+04;8.75E+03;0.324074074;0.752754397;2.217391304;0.752754397;2.217391304;2.70E+04;2.20E+04;;8.34E+06;8.75E+03;8.75E+03;;5.10E-01;0.324074074;;;;2.217391304;;;0.415921432;;0.752754397;;2.217391304
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1992;2.69E+04;6.40E+03;0.237918216;0.571409019;1.826086957;0.571409019;1.826086957;2.69E+04;1.67E+04;;2.37E+07;6.40E+03;6.40E+03;;4.20E-01;0.237918216;;;;1.826086957;;;0.304216819;;0.571409019;;1.826086957
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1993;3.56E+04;6.11E+03;0.171629213;0.875932389;1.391304348;0.875932389;1.391304348;3.56E+04;2.56E+04;;4.36E+07;6.11E+03;6.11E+03;;3.20E-01;0.171629213;;;;1.391304348;;;0.290431994;;0.875932389;;1.391304348
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1994;6.51E+04;9.05E+03;0.139016897;1.933210155;1.304347826;1.933210155;1.304347826;6.51E+04;5.65E+04;;1.17E+07;9.05E+03;9.05E+03;;3.00E-01;0.139016897;;;;1.304347826;;;0.430181596;;1.933210155;;1.304347826
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1995;1.36E+05;2.30E+04;0.169117647;2.083761035;1.739130435;2.083761035;1.739130435;1.36E+05;6.09E+04;;4.91E+06;2.30E+04;2.30E+04;;4.00E-01;0.169117647;;;;1.739130435;;;1.093279193;;2.083761035;;1.739130435
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1996;1.32E+05;4.04E+04;0.306060606;2.82967221;2.782608696;2.82967221;2.782608696;1.32E+05;8.27E+04;;7.04E+06;4.04E+04;4.04E+04;;6.40E-01;0.306060606;;;;2.782608696;;;1.92036867;;2.82967221;;2.782608696
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1997;8.67E+04;3.43E+04;0.39561707;2.579894614;3.52173913;2.579894614;3.52173913;8.67E+04;7.54E+04;;1.64E+07;3.43E+04;3.43E+04;;8.10E-01;0.39561707;;;;3.52173913;;;1.630412014;;2.579894614;;3.52173913
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1998;5.86E+04;2.40E+04;0.409556314;1.676589338;3.260869565;1.676589338;3.260869565;5.86E+04;4.90E+04;;2.91E+07;2.40E+04;2.40E+04;;7.50E-01;0.409556314;;;;3.260869565;;;1.140813071;;1.676589338;;3.260869565
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;1999;5.75E+04;1.92E+04;0.333913043;1.286525696;3.086956522;1.286525696;3.086956522;5.75E+04;3.76E+04;;4.26E+07;1.92E+04;1.92E+04;;7.10E-01;0.333913043;;;;3.086956522;;;0.912650457;;1.286525696;;3.086956522
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2000;9.20E+04;2.18E+04;0.236956522;1.313898583;2.217391304;1.313898583;2.217391304;9.20E+04;3.84E+04;;1.85E+07;2.18E+04;2.18E+04;;5.10E-01;0.236956522;;;;2.217391304;;;1.03623854;;1.313898583;;2.217391304
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2001;1.25E+05;2.86E+04;0.2288;1.929788544;2.47826087;1.929788544;2.47826087;1.25E+05;5.64E+04;;9.04E+06;2.86E+04;2.86E+04;;5.70E-01;0.2288;;;;2.47826087;;;1.35946891;;1.929788544;;2.47826087
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2002;1.11E+05;3.88E+04;0.34954955;1.994799151;3.47826087;1.994799151;3.47826087;1.11E+05;5.83E+04;;4.38E+06;3.88E+04;3.88E+04;;8.00E-01;0.34954955;;;;3.47826087;;;1.844314465;;1.994799151;;3.47826087
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2003;6.52E+04;2.52E+04;0.386503067;1.508930404;3.173913043;1.508930404;3.173913043;6.52E+04;4.41E+04;;6.82E+06;2.52E+04;2.52E+04;;7.30E-01;0.386503067;;;;3.173913043;;;1.197853725;;1.508930404;;3.173913043
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2004;3.49E+04;1.28E+04;0.366762178;0.896462054;2.782608696;0.896462054;2.782608696;3.49E+04;2.62E+04;;9.53E+06;1.28E+04;1.28E+04;;6.40E-01;0.366762178;;;;2.782608696;;;0.608433638;;0.896462054;;2.782608696
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2005;2.93E+04;1.01E+04;0.344709898;0.72538151;3.043478261;0.72538151;3.043478261;2.93E+04;2.12E+04;;6.34E+06;1.01E+04;1.01E+04;;7.00E-01;0.344709898;;;;3.043478261;;;0.480092167;;0.72538151;;3.043478261
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2006;2.72E+04;9.84E+03;0.361764706;0.57483063;2.826086957;0.57483063;2.826086957;2.72E+04;1.68E+04;;5.71E+06;9.84E+03;9.84E+03;;6.50E-01;0.361764706;;;;2.826086957;;;0.467733359;;0.57483063;;2.826086957
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2007;2.42E+04;7.51E+03;0.310330579;0.502976801;2.347826087;0.502976801;2.347826087;2.42E+04;1.47E+04;;1.35E+07;7.51E+03;7.51E+03;;5.40E-01;0.310330579;;;;2.347826087;;;0.356979423;;0.502976801;;2.347826087
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2008;2.46E+04;7.32E+03;0.297560976;0.615889961;2.391304348;0.615889961;2.391304348;2.46E+04;1.80E+04;;2.17E+07;7.32E+03;7.32E+03;;5.50E-01;0.297560976;;;;2.391304348;;;0.347947987;;0.615889961;;2.391304348
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2009;3.03E+04;9.98E+03;0.329372937;0.656949292;2.52173913;0.656949292;2.52173913;3.03E+04;1.92E+04;;6.95E+06;9.98E+03;9.98E+03;;5.80E-01;0.329372937;;;;2.52173913;;;0.474388102;;0.656949292;;2.52173913
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2010;4.48E+04;1.28E+04;0.285714286;0.756176008;3.173913043;0.756176008;3.173913043;4.48E+04;2.21E+04;;1.12E+06;1.28E+04;1.28E+04;;7.30E-01;0.285714286;;;;3.173913043;;;0.608433638;;0.756176008;;3.173913043
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2011;3.36E+04;9.69E+03;0.288392857;0.68774379;2.391304348;0.68774379;2.391304348;3.36E+04;2.01E+04;;2.67E+06;9.69E+03;9.69E+03;;5.50E-01;0.288392857;;;;2.391304348;;;0.460603277;;0.68774379;;2.391304348
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2012;2.11E+04;7.21E+03;0.341706161;0.598781907;2.826086957;0.598781907;2.826086957;2.11E+04;1.75E+04;;9.53E+06;7.21E+03;7.21E+03;;6.50E-01;0.341706161;;;;2.826086957;;;0.34271926;;0.598781907;;2.826086957
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2013;1.83E+04;4.47E+03;0.244262295;0.557722576;1.869565217;0.557722576;1.869565217;1.83E+04;1.63E+04;;3.24E+06;4.47E+03;4.47E+03;;4.30E-01;0.244262295;;;;1.869565217;;;0.212476434;;0.557722576;;1.869565217
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2014;2.59E+04;5.71E+03;0.22046332;0.602203517;1.782608696;0.602203517;1.782608696;2.59E+04;1.76E+04;;5.99E+06;5.71E+03;5.71E+03;;4.10E-01;0.22046332;;;;1.782608696;;;0.271418443;;0.602203517;;1.782608696
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2015;2.77E+04;7.28E+03;0.262815884;0.626154794;2.347826087;0.626154794;2.347826087;2.77E+04;1.83E+04;;8.49E+06;7.28E+03;7.28E+03;;5.40E-01;0.262815884;;;;2.347826087;;;0.346046632;;0.626154794;;2.347826087
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2016;3.07E+04;5.93E+03;0.193159609;0.810921782;1.913043478;0.810921782;1.913043478;3.07E+04;2.37E+04;;2.35E+07;5.93E+03;5.93E+03;;4.40E-01;0.193159609;;;;1.913043478;;;0.281875896;;0.810921782;;1.913043478
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2017;3.75E+04;5.37E+03;0.1432;0.95462944;;0.95462944;;3.75E+04;2.79E+04;;3.27E+07;5.37E+03;5.37E+03;;;0.1432;;;;;;;0.255256925;;0.95462944;;
NWWG-CODFAPL-1958-2018-ICESIMP2018;CODFAPL;Atlantic cod Faroe Plateau;2018;6.45E+04;;;1.197563813;;1.197563813;;6.45E+04;3.50E+04;;;;;;;;;;;;;;;;1.197563813;;
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1952;;;;;;;;;;;1.52E+08;;;;;;;;;;;;;;;;
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1953;;;;;;;;;;;1.53E+08;;;;;;;;;;;;;;;;
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1954;;;;;;;;;;;1.71E+08;;;;;;;;;;;;;;;;
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1955;2.35E+06;5.45E+05;0.231914894;4.309090909;1.45;4.309090909;1.45;2.35E+06;9.48E+05;;2.21E+08;5.45E+05;5.45E+05;;2.90E-01;0.231914894;;;;;;;1.715549116;;4.309090909;;1.45
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1956;2.07E+06;4.87E+05;0.2352657;3.640909091;1.45;3.640909091;1.45;2.07E+06;8.01E+05;;2.89E+08;4.87E+05;4.87E+05;;2.90E-01;0.2352657;;;;;;;1.532976916;;3.640909091;;1.45
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1957;1.87E+06;4.55E+05;0.243315508;3.55;1.55;3.55;1.55;1.87E+06;7.81E+05;;1.54E+08;4.55E+05;4.55E+05;;3.10E-01;0.243315508;;;;;;;1.432247427;;3.55;;1.55
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1958;1.86E+06;5.17E+05;0.277956989;4.004545455;1.8;4.004545455;1.8;1.86E+06;8.81E+05;;1.93E+08;5.17E+05;5.17E+05;;3.50E-01;0.277956989;;;;;;;1.627410812;;4.004545455;;1.8
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1959;1.82E+06;4.59E+05;0.252197802;3.904545455;1.6;3.904545455;1.6;1.82E+06;8.59E+05;;1.29E+08;4.59E+05;4.59E+05;;3.20E-01;0.252197802;;;;;;;1.444838613;;3.904545455;;1.6
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1960;1.75E+06;4.70E+05;0.268571429;3.236363636;1.85;3.236363636;1.85;1.75E+06;7.12E+05;;1.78E+08;4.70E+05;4.70E+05;;3.70E-01;0.268571429;;;;;;;1.479464375;;3.236363636;;1.85
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1961;1.49E+06;3.77E+05;0.253020134;2.131818182;1.8;2.131818182;1.8;1.49E+06;4.69E+05;;2.04E+08;3.77E+05;3.77E+05;;3.50E-01;0.253020134;;;;;;;1.186719296;;2.131818182;;1.8
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1962;1.49E+06;3.89E+05;0.261073826;2.595454545;1.9;2.595454545;1.9;1.49E+06;5.71E+05;;2.16E+08;3.89E+05;3.89E+05;;3.80E-01;0.261073826;;;;;;;1.224492855;;2.595454545;;1.9
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1963;1.31E+06;4.09E+05;0.31221374;2.313636364;2.3;2.313636364;2.3;1.31E+06;5.09E+05;;2.29E+08;4.09E+05;4.09E+05;;4.60E-01;0.31221374;;;;;;;1.287448786;;2.313636364;;2.3
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1964;1.22E+06;4.37E+05;0.358196721;2.054545455;2.75;2.054545455;2.75;1.22E+06;4.52E+05;;3.20E+08;4.37E+05;4.37E+05;;5.50E-01;0.358196721;;;;;;;1.375587089;;2.054545455;;2.75
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1965;1.02E+06;3.87E+05;0.379411765;1.445454545;2.9;1.445454545;2.9;1.02E+06;3.18E+05;;1.72E+08;3.87E+05;3.87E+05;;5.70E-01;0.379411765;;;;;;;1.218197262;;1.445454545;;2.9
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1966;1.03E+06;3.53E+05;0.342718447;1.263636364;2.95;1.263636364;2.95;1.03E+06;2.78E+05;;2.47E+08;3.53E+05;3.53E+05;;5.90E-01;0.342718447;;;;;;;1.111172179;;1.263636364;;2.95
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1967;1.10E+06;3.36E+05;0.305454545;1.168181818;2.8;1.168181818;2.8;1.10E+06;2.57E+05;;1.80E+08;3.36E+05;3.36E+05;;5.60E-01;0.305454545;;;;;;;1.057659638;;1.168181818;;2.8
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1968;1.22E+06;3.82E+05;0.313114754;1.009090909;3.6;1.009090909;3.6;1.22E+06;2.22E+05;;1.89E+08;3.82E+05;3.82E+05;;7.20E-01;0.313114754;;;;;;;1.202458279;;1.009090909;;3.6
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1969;1.33E+06;4.03E+05;0.303007519;1.427272727;2.8;1.427272727;2.8;1.33E+06;3.14E+05;;1.39E+08;4.03E+05;4.03E+05;;5.60E-01;0.303007519;;;;;;;1.268562007;;1.427272727;;2.8
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1970;1.34E+06;4.75E+05;0.354477612;1.504545455;3.05;1.504545455;3.05;1.34E+06;3.31E+05;;2.73E+08;4.75E+05;4.75E+05;;6.10E-01;0.354477612;;;;;;;1.495203358;;1.504545455;;3.05
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1971;1.10E+06;4.44E+05;0.403636364;1.104545455;3.4;1.104545455;3.4;1.10E+06;2.43E+05;;1.79E+08;4.44E+05;4.44E+05;;6.80E-01;0.403636364;;;;;;;1.397621665;;1.104545455;;3.4
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1972;9.97E+05;3.95E+05;0.396188566;1.009090909;3.45;1.009090909;3.45;9.97E+05;2.22E+05;;2.61E+08;3.95E+05;3.95E+05;;6.90E-01;0.396188566;;;;;;;1.243379634;;1.009090909;;3.45
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1973;8.44E+05;3.69E+05;0.437203791;1.118181818;3.5;1.118181818;3.5;8.44E+05;2.46E+05;;3.67E+08;3.69E+05;3.69E+05;;7.00E-01;0.437203791;;;;;;;1.161536924;;1.118181818;;3.5
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1974;9.18E+05;3.68E+05;0.40087146;0.85;3.8;0.85;3.8;9.18E+05;1.87E+05;;1.43E+08;3.68E+05;3.68E+05;;7.60E-01;0.40087146;;;;;;;1.158389128;;0.85;;3.8
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1975;8.96E+05;3.65E+05;0.407366071;0.768181818;4.05;0.768181818;4.05;8.96E+05;1.69E+05;;2.27E+08;3.65E+05;3.65E+05;;8.10E-01;0.407366071;;;;;;;1.148945738;;0.768181818;;4.05
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1976;9.56E+05;3.46E+05;0.361924686;0.631818182;3.75;0.631818182;3.75;9.56E+05;1.39E+05;;2.44E+08;3.46E+05;3.46E+05;;7.40E-01;0.361924686;;;;;;;1.089137604;;0.631818182;;3.75
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1977;1.29E+06;3.40E+05;0.263565891;0.909090909;2.95;0.909090909;2.95;1.29E+06;2.00E+05;;1.40E+08;3.40E+05;3.40E+05;;5.90E-01;0.263565891;;;;;;;1.070250824;;0.909090909;;2.95
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1978;1.30E+06;3.30E+05;0.253846154;0.968181818;2.4;0.968181818;2.4;1.30E+06;2.13E+05;;1.40E+08;3.30E+05;3.30E+05;;4.70E-01;0.253846154;;;;;;;1.038772859;;0.968181818;;2.4
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1979;1.40E+06;3.66E+05;0.261428571;1.386363636;2.25;1.386363636;2.25;1.40E+06;3.05E+05;;1.32E+08;3.66E+05;3.66E+05;;4.40E-01;0.261428571;;;;;;;1.152093535;;1.386363636;;2.25
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1980;1.49E+06;4.32E+05;0.289932886;1.627272727;2.45;1.627272727;2.45;1.49E+06;3.58E+05;;2.32E+08;4.32E+05;4.32E+05;;4.90E-01;0.289932886;;;;;;;1.359848106;;1.627272727;;2.45
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1981;1.24E+06;4.65E+05;0.375;1.204545455;3.3;1.204545455;3.3;1.24E+06;2.65E+05;;1.39E+08;4.65E+05;4.65E+05;;6.60E-01;0.375;;;;;;;1.463725392;;1.204545455;;3.3
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1982;9.71E+05;3.80E+05;0.391349125;0.768181818;3.65;0.768181818;3.65;9.71E+05;1.69E+05;;1.41E+08;3.80E+05;3.80E+05;;7.30E-01;0.391349125;;;;;;;1.196162686;;0.768181818;;3.65
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1983;7.91E+05;2.98E+05;0.376738306;0.6;3.55;0.6;3.55;7.91E+05;1.32E+05;;3.34E+08;2.98E+05;2.98E+05;;7.10E-01;0.376738306;;;;;;;0.93804337;;0.6;;3.55
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1984;9.14E+05;2.82E+05;0.308533917;0.65;3.2;0.65;3.2;9.14E+05;1.43E+05;;2.64E+08;2.82E+05;2.82E+05;;6.40E-01;0.308533917;;;;;;;0.887678625;;0.65;;3.2
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1985;9.28E+05;3.23E+05;0.348060345;0.740909091;3.35;0.740909091;3.35;9.28E+05;1.63E+05;;1.76E+08;3.23E+05;3.23E+05;;6.60E-01;0.348060345;;;;;;;1.016738283;;0.740909091;;3.35
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1986;8.54E+05;3.65E+05;0.427400468;0.890909091;3.85;0.890909091;3.85;8.54E+05;1.96E+05;;8.89E+07;3.65E+05;3.65E+05;;7.70E-01;0.427400468;;;;;;;1.148945738;;0.890909091;;3.85
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1987;1.03E+06;3.90E+05;0.378640777;0.681818182;4.3;0.681818182;4.3;1.03E+06;1.50E+05;;1.31E+08;3.90E+05;3.90E+05;;8.60E-01;0.378640777;;;;;;;1.227640652;;0.681818182;;4.3
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1988;1.03E+06;3.78E+05;0.366990291;0.763636364;4.45;0.763636364;4.45;1.03E+06;1.68E+05;;1.07E+08;3.78E+05;3.78E+05;;8.90E-01;0.366990291;;;;;;;1.189867093;;0.763636364;;4.45
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1989;1.00E+06;3.63E+05;0.363;0.781818182;3.6;0.781818182;3.6;1.00E+06;1.72E+05;;1.76E+08;3.63E+05;3.63E+05;;7.10E-01;0.363;;;;;;;1.142650145;;0.781818182;;3.6
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1990;8.41E+05;3.35E+05;0.398335315;0.954545455;3.5;0.954545455;3.5;8.41E+05;2.10E+05;;1.36E+08;3.35E+05;3.35E+05;;6.90E-01;0.398335315;;;;;;;1.054511842;;0.954545455;;3.5
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1991;6.98E+05;3.08E+05;0.441260745;0.754545455;4;0.754545455;4;6.98E+05;1.66E+05;;7.87E+07;3.08E+05;3.08E+05;;7.90E-01;0.441260745;;;;;;;0.969521335;;0.754545455;;4
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1992;5.51E+05;2.65E+05;0.480943739;0.7;4.2;0.7;4.2;5.51E+05;1.54E+05;;1.53E+08;2.65E+05;2.65E+05;;8.40E-01;0.480943739;;;;;;;0.834166084;;0.7;;4.2
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1993;5.95E+05;2.51E+05;0.421848739;0.559090909;4.35;0.559090909;4.35;5.95E+05;1.23E+05;;1.66E+08;2.51E+05;2.51E+05;;8.60E-01;0.421848739;;;;;;;0.790096932;;0.559090909;;4.35
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1994;5.76E+05;1.78E+05;0.309027778;0.722727273;3.1;0.722727273;3.1;5.76E+05;1.59E+05;;8.92E+07;1.78E+05;1.78E+05;;6.10E-01;0.309027778;;;;;;;0.560307785;;0.722727273;;3.1
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1995;5.57E+05;1.69E+05;0.303411131;0.818181818;2.55;0.818181818;2.55;5.57E+05;1.80E+05;;1.62E+08;1.69E+05;1.69E+05;;5.00E-01;0.303411131;;;;;;;0.531977616;;0.818181818;;2.55
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1996;6.71E+05;1.81E+05;0.269746647;0.736363636;2.5;0.736363636;2.5;6.71E+05;1.62E+05;;7.13E+07;1.81E+05;1.81E+05;;5.00E-01;0.269746647;;;;;;;0.569751174;;0.736363636;;2.5
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1997;7.83E+05;2.03E+05;0.259259259;0.868181818;2.7;0.868181818;2.7;7.83E+05;1.91E+05;;1.71E+08;2.03E+05;2.03E+05;;5.30E-01;0.259259259;;;;;;;0.639002698;;0.868181818;;2.7
