ASSESSID;STOCKID;STOCKLONG;TSYEAR;TBbest;TCbest;ERbest;BdivBmsypref;UdivUmsypref;BdivBmgtpref;UdivUmgtpref;TB;SSB;TN;R;TC;TL;RecC;F;ER;TBdivTBmsy;SSBdivSSBmsy;NdivNmsy;FdivFmsy;ERdivERmsy;CdivMSY;CdivMEANC;TBdivTBmgt;SSBdivSSBmgt;NdivNmgt;FdivFmgt
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1998;7.21E+05;2.44E+05;0.338418863;0.922727273;3.25;0.922727273;3.25;7.21E+05;2.03E+05;;1.62E+08;2.44E+05;2.44E+05;;6.30E-01;0.338418863;;;;;;;0.768062356;;0.922727273;;3.25
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;1999;7.31E+05;2.60E+05;0.355677155;0.836363636;3.7;0.836363636;3.7;7.31E+05;1.84E+05;;1.59E+08;2.60E+05;2.60E+05;;7.10E-01;0.355677155;;;;;;;0.818427101;;0.836363636;;3.7
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2000;5.90E+05;2.35E+05;0.398305085;0.795454545;3.8;0.795454545;3.8;5.90E+05;1.75E+05;;1.78E+08;2.35E+05;2.35E+05;;7.10E-01;0.398305085;;;;;;;0.739732187;;0.795454545;;3.8
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2001;6.88E+05;2.37E+05;0.340116279;0.786363636;3.7;0.786363636;3.7;6.88E+05;1.73E+05;;8.06E+07;2.37E+05;2.37E+05;;7.10E-01;0.340116279;;;;;;;0.746027781;;0.786363636;;3.7
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2002;7.29E+05;2.10E+05;0.285322359;0.913636364;3.15;0.913636364;3.15;7.29E+05;2.01E+05;;1.54E+08;2.10E+05;2.10E+05;;6.20E-01;0.285322359;;;;;;;0.661037274;;0.913636364;;3.15
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2003;7.40E+05;2.07E+05;0.281081081;0.881818182;2.9;0.881818182;2.9;7.40E+05;1.94E+05;;1.36E+08;2.07E+05;2.07E+05;;5.90E-01;0.281081081;;;;;;;0.651593884;;0.881818182;;2.9
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2004;8.00E+05;2.28E+05;0.28375;0.909090909;2.9;0.909090909;2.9;8.00E+05;2.00E+05;;9.94E+07;2.28E+05;2.28E+05;;5.90E-01;0.28375;;;;;;;0.717697612;;0.909090909;;2.9
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2005;7.24E+05;2.14E+05;0.294198895;1.05;2.75;1.05;2.75;7.24E+05;2.31E+05;;1.33E+08;2.14E+05;2.14E+05;;5.60E-01;0.294198895;;;;;;;0.67362846;;1.05;;2.75
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2006;7.01E+05;1.97E+05;0.279600571;1.022727273;2.7;1.022727273;2.7;7.01E+05;2.25E+05;;1.22E+08;1.97E+05;1.97E+05;;5.40E-01;0.279600571;;;;;;;0.620115919;;1.022727273;;2.7
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2007;6.81E+05;1.72E+05;0.249632893;0.959090909;2.55;0.959090909;2.55;6.81E+05;2.11E+05;;1.33E+08;1.72E+05;1.72E+05;;5.00E-01;0.249632893;;;;;;;0.541421005;;0.959090909;;2.55
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2008;7.04E+05;1.48E+05;0.207386364;1.218181818;1.95;1.218181818;1.95;7.04E+05;2.68E+05;;1.73E+08;1.48E+05;1.48E+05;;3.90E-01;0.207386364;;;;;;;0.465873888;;1.218181818;;1.95
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2009;7.99E+05;1.83E+05;0.226533166;1.154545455;1.9;1.154545455;1.9;7.99E+05;2.54E+05;;1.86E+08;1.83E+05;1.83E+05;;3.90E-01;0.226533166;;;;;;;0.576046767;;1.154545455;;1.9
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2010;8.43E+05;1.70E+05;0.200474496;1.340909091;1.6;1.340909091;1.6;8.43E+05;2.95E+05;;1.30E+08;1.70E+05;1.70E+05;;3.20E-01;0.200474496;;;;;;;0.535125412;;1.340909091;;1.6
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2011;9.32E+05;1.72E+05;0.182403433;1.659090909;1.4;1.659090909;1.4;9.32E+05;3.65E+05;;1.96E+08;1.72E+05;1.72E+05;;2.90E-01;0.182403433;;;;;;;0.541421005;;1.659090909;;1.4
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2012;1.05E+06;1.96E+05;0.185714286;1.863636364;1.4;1.863636364;1.4;1.05E+06;4.10E+05;;1.75E+08;1.96E+05;1.96E+05;;2.90E-01;0.185714286;;;;;;;0.616968122;;1.863636364;;1.4
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2013;1.16E+06;2.24E+05;0.193103448;2.022727273;1.5;2.022727273;1.5;1.16E+06;4.45E+05;;1.19E+08;2.24E+05;2.24E+05;;3.00E-01;0.193103448;;;;;;;0.705106426;;2.022727273;;1.5
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2014;;2.22E+05;;1.9;;1.9;;;4.18E+05;;1.94E+08;2.22E+05;2.22E+05;;2.80E-01;;;;;;;;0.698810832;;1.9;;
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2015;;2.30E+05;;2.440909091;;2.440909091;;;5.37E+05;;1.92E+08;2.30E+05;2.30E+05;;2.60E-01;;;;;;;;0.723993205;;2.440909091;;
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2016;;2.51E+05;;2.181818182;;2.181818182;;;4.80E+05;;1.35E+08;2.51E+05;2.51E+05;;2.70E-01;;;;;;;;0.790096932;;2.181818182;;
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2017;;2.44E+05;;2.877272727;;2.877272727;;;6.33E+05;;1.58E+08;2.44E+05;2.44E+05;;2.60E-01;;;;;;;;0.768062356;;2.877272727;;
NWWG-CODICE-1952-2018-ICESIMP2018;CODICE;Atlantic cod Iceland Grounds;2018;;;;2.963636364;;2.963636364;;;6.52E+05;;;;;;;;;;;;;;;;2.963636364;;
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1962;;;;;;;;;;;3.99E+08;;;;;;;;;;;;;;;;
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1963;4.64E+05;1.18E+05;0.254310345;0.966666667;1.580645161;0.966666667;1.225;4.64E+05;1.45E+05;;6.51E+08;1.18E+05;1.07E+05;;4.90E-01;0.254310345;;;;1.580645161;;;0.666947559;;0.966666667;;1.225
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1964;5.93E+05;1.44E+05;0.242833052;1.046666667;1.709677419;1.046666667;1.325;5.93E+05;1.57E+05;;8.74E+08;1.44E+05;1.35E+05;;5.30E-01;0.242833052;;;;1.709677419;;;0.813902106;;1.046666667;;1.325
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1965;7.56E+05;1.98E+05;0.261904762;1.286666667;1.870967742;1.286666667;1.45;7.56E+05;1.93E+05;;1.06E+09;1.98E+05;1.81E+05;;5.80E-01;0.261904762;;;;1.870967742;;;1.119115395;;1.286666667;;1.45
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1966;9.06E+05;2.41E+05;0.266004415;1.426666667;1.903225806;1.426666667;1.475;9.06E+05;2.14E+05;;8.91E+08;2.41E+05;2.15E+05;;5.90E-01;0.266004415;;;;1.903225806;;;1.362155607;;1.426666667;;1.475
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1967;9.61E+05;2.87E+05;0.298647242;1.62;2;1.62;1.55;9.61E+05;2.43E+05;;4.49E+08;2.87E+05;2.60E+05;;6.20E-01;0.298647242;;;;2;;;1.622152113;;1.62;;1.55
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1968;8.23E+05;2.92E+05;0.354799514;1.706666667;2.129032258;1.706666667;1.65;8.23E+05;2.56E+05;;3.93E+08;2.92E+05;2.76E+05;;6.60E-01;0.354799514;;;;2.129032258;;;1.650412603;;1.706666667;;1.65
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1969;6.82E+05;2.26E+05;0.331378299;1.68;2.032258065;1.68;1.575;6.82E+05;2.52E+05;;1.32E+09;2.26E+05;2.16E+05;;6.30E-01;0.331378299;;;;2.032258065;;;1.277374138;;1.68;;1.575
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1970;1.07E+06;2.52E+05;0.235514019;1.746666667;2.129032258;1.746666667;1.65;1.07E+06;2.62E+05;;1.73E+09;2.52E+05;2.32E+05;;6.60E-01;0.235514019;;;;2.129032258;;;1.424328685;;1.746666667;;1.65
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1971;1.21E+06;3.50E+05;0.289256198;1.773333333;2.419354839;1.773333333;1.875;1.21E+06;2.66E+05;;4.29E+08;3.50E+05;2.92E+05;;7.50E-01;0.289256198;;;;2.419354839;;;1.978234285;;1.773333333;;1.875
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1972;8.66E+05;3.62E+05;0.418013857;1.586666667;2.580645161;1.586666667;2;8.66E+05;2.38E+05;;6.35E+08;3.62E+05;3.28E+05;;8.00E-01;0.418013857;;;;2.580645161;;;2.04605946;;1.586666667;;2
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1973;6.93E+05;2.60E+05;0.375180375;1.406666667;2.548387097;1.406666667;1.975;6.93E+05;2.11E+05;;6.31E+08;2.60E+05;2.35E+05;;7.90E-01;0.375180375;;;;2.548387097;;;1.469545469;;1.406666667;;1.975
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1974;6.64E+05;2.37E+05;0.356927711;1.506666667;2.451612903;1.506666667;1.9;6.64E+05;2.26E+05;;1.09E+09;2.37E+05;2.10E+05;;7.60E-01;0.356927711;;;;2.451612903;;;1.339547216;;1.506666667;;1.9
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1975;7.48E+05;2.48E+05;0.331550802;1.353333333;2.64516129;1.353333333;2.05;7.48E+05;2.03E+05;;7.52E+08;2.48E+05;2.10E+05;;8.20E-01;0.331550802;;;;2.64516129;;;1.401720293;;1.353333333;;2.05
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1976;6.04E+05;2.48E+05;0.410596026;1.153333333;2.806451613;1.153333333;2.175;6.04E+05;1.73E+05;;1.83E+09;2.48E+05;2.02E+05;;8.70E-01;0.410596026;;;;2.806451613;;;1.401720293;;1.153333333;;2.175
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1977;9.03E+05;2.65E+05;0.293466224;0.973333333;2.677419355;0.973333333;2.075;9.03E+05;1.46E+05;;1.12E+09;2.65E+05;1.83E+05;;8.30E-01;0.293466224;;;;2.677419355;;;1.497805958;;0.973333333;;2.075
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1978;1.02E+06;3.57E+05;0.35;0.973333333;2.935483871;0.973333333;2.275;1.02E+06;1.46E+05;;1.40E+09;3.57E+05;3.08E+05;;9.10E-01;0.35;;;;2.935483871;;;2.01779897;;0.973333333;;2.275
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1979;9.58E+05;3.43E+05;0.358037578;0.966666667;2.774193548;0.966666667;2.15;9.58E+05;1.45E+05;;2.26E+09;3.43E+05;2.79E+05;;8.60E-01;0.358037578;;;;2.774193548;;;1.938669599;;0.966666667;;2.15
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1980;1.15E+06;3.96E+05;0.344347826;1.06;3;1.06;2.325;1.15E+06;1.59E+05;;8.77E+08;3.96E+05;2.92E+05;;9.30E-01;0.344347826;;;;3;;;2.238230791;;1.06;;2.325
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1981;9.67E+05;4.00E+05;0.413650465;1.113333333;3.064516129;1.113333333;2.375;9.67E+05;1.67E+05;;1.44E+09;4.00E+05;3.45E+05;;9.50E-01;0.413650465;;;;3.064516129;;;2.260839182;;1.113333333;;2.375
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1982;1.02E+06;3.85E+05;0.37745098;1.113333333;3.387096774;1.113333333;2.625;1.02E+06;1.67E+05;;8.00E+08;3.85E+05;3.22E+05;;1.05E+00;0.37745098;;;;3.387096774;;;2.176057713;;1.113333333;;2.625
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1983;8.15E+05;3.26E+05;0.4;0.913333333;3.387096774;0.913333333;2.625;8.15E+05;1.37E+05;;1.48E+09;3.26E+05;2.88E+05;;1.05E+00;0.4;;;;3.387096774;;;1.842583934;;0.913333333;;2.625
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1984;8.33E+05;2.83E+05;0.339735894;0.793333333;3.193548387;0.793333333;2.475;8.33E+05;1.19E+05;;3.59E+08;2.83E+05;2.12E+05;;9.90E-01;0.339735894;;;;3.193548387;;;1.599543722;;0.793333333;;2.475
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1985;5.64E+05;2.47E+05;0.437943262;0.78;3.096774194;0.78;2.4;5.64E+05;1.17E+05;;1.63E+09;2.47E+05;2.18E+05;;9.60E-01;0.437943262;;;;3.096774194;;;1.396068195;;0.78;;2.4
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1986;7.47E+05;2.32E+05;0.310575636;0.72;3.225806452;0.72;2.5;7.47E+05;1.08E+05;;6.17E+08;2.32E+05;1.70E+05;;1.00E+00;0.310575636;;;;3.225806452;;;1.311286726;;0.72;;2.5
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1987;7.05E+05;2.63E+05;0.373049645;0.733333333;3.161290323;0.733333333;2.45;7.05E+05;1.10E+05;;4.26E+08;2.63E+05;2.29E+05;;9.80E-01;0.373049645;;;;3.161290323;;;1.486501762;;0.733333333;;2.45
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1988;5.21E+05;2.08E+05;0.399232246;0.733333333;3.225806452;0.733333333;2.5;5.21E+05;1.10E+05;;7.46E+08;2.08E+05;1.93E+05;;1.00E+00;0.399232246;;;;3.225806452;;;1.175636375;;0.733333333;;2.5
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1989;5.23E+05;1.81E+05;0.346080306;0.68;3.290322581;0.68;2.55;5.23E+05;1.02E+05;;2.95E+08;1.81E+05;1.40E+05;;1.02E+00;0.346080306;;;;3.290322581;;;1.02302973;;0.68;;2.55
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1990;3.57E+05;1.41E+05;0.394957983;0.599333333;3.096774194;0.599333333;2.4;3.57E+05;8.99E+04;;3.39E+08;1.41E+05;1.17E+05;;9.60E-01;0.394957983;;;;3.096774194;;;0.796945812;;0.599333333;;2.4
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1991;3.26E+05;1.19E+05;0.365030675;0.591333333;3.032258065;0.591333333;2.35;3.26E+05;8.87E+04;;7.92E+08;1.19E+05;1.03E+05;;9.40E-01;0.365030675;;;;3.032258065;;;0.672599657;;0.591333333;;2.35
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1992;5.07E+05;1.42E+05;0.280078895;0.569333333;3.032258065;0.569333333;2.35;5.07E+05;8.54E+04;;3.95E+08;1.42E+05;1.10E+05;;9.40E-01;0.280078895;;;;3.032258065;;;0.80259791;;0.569333333;;2.35
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1993;3.97E+05;1.60E+05;0.40302267;0.589333333;3.032258065;0.589333333;2.35;3.97E+05;8.84E+04;;9.55E+08;1.60E+05;1.31E+05;;9.40E-01;0.40302267;;;;3.032258065;;;0.904335673;;0.589333333;;2.35
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1994;5.07E+05;1.50E+05;0.295857988;0.636666667;3.096774194;0.636666667;2.4;5.07E+05;9.55E+04;;5.47E+08;1.50E+05;1.07E+05;;9.60E-01;0.295857988;;;;3.096774194;;;0.847814693;;0.636666667;;2.4
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1995;5.42E+05;1.63E+05;0.300738007;0.74;3.193548387;0.74;2.475;5.42E+05;1.11E+05;;3.51E+08;1.63E+05;1.31E+05;;9.90E-01;0.300738007;;;;3.193548387;;;0.921291967;;0.74;;2.475
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1996;4.12E+05;1.52E+05;0.368932039;0.733333333;3.193548387;0.733333333;2.475;4.12E+05;1.10E+05;;1.09E+09;1.52E+05;1.31E+05;;9.90E-01;0.368932039;;;;3.193548387;;;0.859118889;;0.733333333;;2.475
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1997;6.19E+05;1.78E+05;0.287560582;0.665333333;3.161290323;0.665333333;2.45;6.19E+05;9.98E+04;;1.12E+08;1.78E+05;1.33E+05;;9.80E-01;0.287560582;;;;3.161290323;;;1.006073436;;0.665333333;;2.45
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1998;3.20E+05;1.87E+05;0.584375;0.645333333;3.225806452;0.645333333;2.5;3.20E+05;9.68E+04;;2.30E+08;1.87E+05;1.45E+05;;1.00E+00;0.584375;;;;3.225806452;;;1.056942318;;0.645333333;;2.5
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;1999;2.16E+05;1.08E+05;0.5;0.549333333;3.35483871;0.549333333;2.6;2.16E+05;8.24E+04;;4.23E+08;1.08E+05;9.47E+04;;1.04E+00;0.5;;;;3.35483871;;;0.610426579;;0.549333333;;2.6
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2000;2.71E+05;8.91E+04;0.328782288;0.428666667;3.35483871;0.428666667;2.6;2.71E+05;6.43E+04;;1.54E+08;8.91E+04;7.30E+04;;1.04E+00;0.328782288;;;;3.35483871;;;0.503601928;;0.428666667;;2.6
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2001;1.91E+05;5.58E+04;0.292146597;0.408666667;3.161290323;0.408666667;2.45;1.91E+05;6.13E+04;;2.33E+08;5.58E+04;4.44E+04;;9.80E-01;0.292146597;;;;3.161290323;;;0.315387066;;0.408666667;;2.45
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2002;1.63E+05;6.45E+04;0.395705521;0.370666667;2.967741935;0.370666667;2.3;1.63E+05;5.56E+04;;1.15E+08;6.45E+04;5.33E+04;;9.20E-01;0.395705521;;;;2.967741935;;;0.364560318;;0.370666667;;2.3
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2003;1.37E+05;3.57E+04;0.260583942;0.379333333;2.903225806;0.379333333;2.25;1.37E+05;5.69E+04;;1.96E+08;3.57E+04;3.11E+04;;9.00E-01;0.260583942;;;;2.903225806;;;0.201779897;;0.379333333;;2.25
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2004;1.20E+05;3.48E+04;0.29;0.304666667;2.774193548;0.304666667;2.15;1.20E+05;4.57E+04;;1.54E+08;3.48E+04;2.73E+04;;8.60E-01;0.29;;;;2.774193548;;;0.196693009;;0.304666667;;2.15
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2005;1.37E+05;4.12E+04;0.300729927;0.322666667;2.580645161;0.322666667;2;1.37E+05;4.84E+04;;3.60E+08;4.12E+04;2.98E+04;;8.00E-01;0.300729927;;;;2.580645161;;;0.232866436;;0.322666667;;2
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2006;1.47E+05;3.16E+04;0.214965986;0.296666667;2.387096774;0.296666667;1.85;1.47E+05;4.45E+04;;1.69E+08;3.16E+04;2.25E+04;;7.40E-01;0.214965986;;;;2.387096774;;;0.178606295;;0.296666667;;1.85
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2007;1.96E+05;5.29E+04;0.269897959;0.510666667;2.225806452;0.510666667;1.725;1.96E+05;7.66E+04;;1.90E+08;5.29E+04;2.39E+04;;6.90E-01;0.269897959;;;;2.225806452;;;0.298995982;;0.510666667;;1.725
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2008;2.03E+05;5.21E+04;0.256650246;0.558;2.129032258;0.558;1.65;2.03E+05;8.37E+04;;1.83E+08;5.21E+04;2.69E+04;;6.60E-01;0.256650246;;;;2.129032258;;;0.294474304;;0.558;;1.65
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2009;2.12E+05;5.42E+04;0.255660377;0.599333333;2.096774194;0.599333333;1.625;2.12E+05;8.99E+04;;2.75E+08;5.42E+04;3.30E+04;;6.50E-01;0.255660377;;;;2.096774194;;;0.306343709;;0.599333333;;1.625
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2010;2.22E+05;4.85E+04;0.218468468;0.592;1.870967742;0.592;1.45;2.22E+05;8.88E+04;;1.33E+08;4.85E+04;3.61E+04;;5.80E-01;0.218468468;;;;1.870967742;;;0.274126751;;0.592;;1.45
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2011;2.05E+05;4.46E+04;0.217560976;0.641333333;1.548387097;0.641333333;1.2;2.05E+05;9.62E+04;;1.79E+08;4.46E+04;3.42E+04;;4.80E-01;0.217560976;;;;1.548387097;;;0.252083569;;0.641333333;;1.2
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2012;1.78E+05;4.02E+04;0.225842697;0.626666667;1.451612903;0.626666667;1.125;1.78E+05;9.40E+04;;2.26E+08;4.02E+04;3.26E+04;;4.50E-01;0.225842697;;;;1.451612903;;;0.227214338;;0.626666667;;1.125
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2013;2.26E+05;4.17E+04;0.184513274;0.663333333;1.419354839;0.663333333;1.1;2.26E+05;9.95E+04;;3.18E+08;4.17E+04;3.09E+04;;4.40E-01;0.184513274;;;;1.419354839;;;0.235692485;;0.663333333;;1.1
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2014;2.80E+05;4.59E+04;0.163928571;0.706666667;1.419354839;0.706666667;1.1;2.80E+05;1.06E+05;;1.55E+08;4.59E+04;3.49E+04;;4.40E-01;0.163928571;;;;1.419354839;;;0.259431296;;0.706666667;;1.1
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2015;2.51E+05;5.13E+04;0.20438247;0.8;1.387096774;0.8;1.075;2.51E+05;1.20E+05;;1.10E+08;5.13E+04;3.81E+04;;4.30E-01;0.20438247;;;;1.387096774;;;0.289952625;;0.8;;1.075
